timestamp,ip,source_ip,destination_ip,port,protocol,action,bytes_sent,bytes_received,country,session_id,resource,user,bytes_transferred,label
2025-08-11 17:51:01.575045,81.169.95.152,214.153.33.41,13.145.171.54,21,HTTP,file_upload,4996,1302,RU,IM7lbBwk,/dashboard,root,5454,log_tampering
2025-08-08 21:05:03.575080,73.153.160.193,37.42.93.51,14.67.161.51,8080,FTP,login_success,2294,3983,US,5k8bYTma,/dashboard,testuser,444,brute_force
2025-08-08 07:52:18.575113,205.250.2.126,147.18.215.225,31.79.152.100,8080,HTTP,file_upload,4206,4753,IN,NBSAaLV0,/login,admin,817,malware
2025-08-14 13:02:34.575145,74.178.238.65,197.149.196.209,147.65.65.187,3389,FTP,login_success,2916,1069,BR,pcqQ74E4,/dashboard,admin,2158,xss_attack
2025-08-13 14:46:05.575177,18.249.131.103,150.114.194.46,236.251.123.207,80,HTTP,data_access,975,2159,BR,G0XYfn8U,/login,root,239,brute_force
2025-08-13 08:53:36.575209,241.164.12.102,199.22.223.64,160.131.38.146,80,FTP,data_access,2333,1495,CN,MlNoGW9o,/admin,admin,9625,malware
2025-08-06 16:24:28.575241,32.1.24.226,243.192.132.45,131.112.191.108,22,HTTP,file_download,609,3838,BR,QC9jXD0k,/admin,root,4165,normal
2025-08-14 06:20:14.575272,81.5.36.109,218.148.86.178,243.191.34.85,25,FTP,file_upload,4130,1885,US,pCv1h4oM,/data,root,5033,ransomware
2025-08-09 17:26:04.575302,191.160.206.130,22.167.214.1,88.211.200.247,21,FTP,data_access,4431,624,IN,7tX4HBYI,/public,admin,2066,malware
2025-08-04 10:56:47.575334,33.60.138.52,5.20.227.194,191.65.238.30,21,HTTPS,login_success,4022,3196,US,4tvCtaNK,/dashboard,testuser,7732,brute_force
2025-08-12 07:50:54.575371,3.82.159.209,186.13.213.38,232.100.50.189,443,SMTP,file_download,3232,2368,DE,mUlerhWQ,/login,admin,2246,sql_injection
2025-08-14 02:44:36.575403,119.202.64.114,6.67.188.90,132.156.212.194,25,FTP,login_success,2854,2804,BR,WGgYXZzr,/public,admin,8813,xss_attack
2025-08-08 16:33:26.575435,51.130.15.180,213.46.32.188,158.168.239.17,25,SSH,login_success,2996,1931,RU,ryt2k423,/login,root,7115,port_scanning
2025-08-09 08:41:23.575468,103.72.153.10,170.226.84.228,112.224.221.93,22,SSH,file_download,3420,4060,US,c8FMUDZO,/data,guest,2556,brute_force
2025-08-15 21:33:15.575513,171.100.216.85,23.196.69.20,200.177.212.234,21,FTP,file_upload,667,1409,CN,aV4STOgG,/public,guest,7064,phishing
2025-08-06 12:31:45.575544,158.56.76.47,141.165.30.37,34.92.216.217,25,SSH,file_download,1319,3182,IN,9dwMZCW3,/data,root,5330,sql_injection
2025-08-06 03:56:31.575575,19.246.135.144,79.132.126.97,217.27.236.235,25,FTP,data_access,3338,2693,CN,9s5UUdCG,/data,guest,5597,normal
2025-08-11 09:03:56.575610,206.24.15.233,144.249.165.47,195.36.211.151,25,SMTP,file_upload,3150,548,US,sV8RZo28,/data,guest,6569,log_tampering
2025-08-14 07:18:45.575641,75.167.102.24,216.69.215.179,237.63.189.107,25,SSH,file_download,723,2041,RU,to4D6gUg,/dashboard,guest,5924,ransomware
2025-08-04 18:03:27.575673,14.161.173.222,44.128.233.218,91.181.60.134,3389,SSH,file_download,3271,3418,US,igEy30k4,/public,testuser,9147,brute_force
2025-08-05 15:25:01.575708,187.148.176.237,197.176.123.99,104.77.82.25,8080,SMTP,login_failed,3804,2478,CN,Iq1DpXaM,/admin,testuser,1179,ddos_attack
2025-08-09 01:13:50.575740,68.167.191.26,78.205.247.163,154.178.233.109,22,FTP,file_upload,1662,2551,IN,tDENhZ9C,/public,admin,7418,ransomware
2025-08-14 08:47:06.575772,117.21.82.179,117.28.194.134,253.85.150.223,22,FTP,login_success,4227,1656,DE,5WSk22Fe,/admin,root,2219,ransomware
2025-08-10 07:37:49.575802,14.237.170.126,134.146.168.74,125.211.253.15,80,HTTP,file_upload,3844,2998,DE,p3njBMn1,/login,admin,7975,ransomware
2025-08-14 13:33:33.580317,227.178.65.153,212.169.90.214,214.68.204.237,3389,HTTP,file_download,4553,4087,CN,80DDrr2g,/data,admin,9511,ddos_attack
2025-08-05 07:50:36.580414,90.243.222.84,20.246.75.81,79.37.214.198,80,SMTP,data_access,4320,4206,IN,N95aSACp,/public,testuser,3258,port_scanning
2025-08-13 14:59:46.580461,60.154.122.185,77.188.253.44,170.160.142.160,21,SSH,login_success,731,275,RU,XXkuLcZc,/data,admin,3539,port_scanning
2025-08-06 05:19:13.580498,210.193.121.81,194.166.169.13,123.92.226.12,80,SMTP,file_download,1833,4090,US,IuxV8FoQ,/login,testuser,4567,port_scanning
2025-08-12 02:07:32.580533,211.244.192.17,190.99.44.93,24.96.113.79,25,SMTP,login_success,3843,2448,US,q0V2QJXz,/data,guest,4666,phishing
2025-08-06 23:29:14.580567,23.97.249.93,190.162.241.13,237.40.25.122,3389,SSH,data_access,129,4803,US,qUNm2MyZ,/public,root,4105,normal
2025-08-14 22:42:31.580604,56.79.246.28,154.131.125.131,245.130.46.132,8080,HTTP,data_access,4943,2040,DE,9eAQaZMv,/admin,testuser,420,brute_force
2025-08-14 03:46:36.580641,36.72.66.105,220.166.45.244,162.127.237.115,22,HTTPS,login_success,1384,3026,BR,TOMgt7gP,/login,root,8108,xss_attack
2025-08-05 19:35:37.580678,125.206.111.253,164.50.120.196,67.196.25.62,3389,HTTP,file_download,3915,3870,DE,zCqZSPIk,/public,guest,1851,log_tampering
2025-08-11 04:43:43.580714,19.225.201.95,200.103.78.15,30.177.68.73,443,HTTP,login_success,2097,692,DE,Kpvbz4qi,/dashboard,root,8591,malware
2025-08-08 11:53:06.580751,202.71.53.40,86.54.202.245,3.80.55.221,25,SSH,login_failed,4566,3793,US,47r4ObPj,/admin,root,5330,normal
2025-08-07 19:36:45.580786,201.149.18.177,37.195.43.31,218.53.138.123,3389,SMTP,login_success,3028,2478,IN,S9DhBmKp,/login,root,8531,malware
2025-08-09 03:46:25.580822,64.163.102.58,9.138.86.129,90.1.229.92,8080,HTTP,file_upload,2045,2421,BR,Y84YFzsD,/public,root,1908,ransomware
2025-08-05 13:37:45.580858,127.147.66.175,92.93.52.236,250.131.8.121,80,SSH,data_access,1624,1124,DE,vGRDlAR9,/admin,guest,9040,ddos_attack
2025-08-04 19:45:56.580894,168.126.172.34,146.27.5.227,120.205.63.132,443,SMTP,login_success,2907,1085,DE,00Z7Y7aj,/dashboard,testuser,9190,port_scanning
2025-08-08 07:54:57.580933,66.55.115.142,240.151.53.113,183.181.91.85,21,FTP,file_upload,1834,3737,RU,bFabRqn2,/public,testuser,5313,malware
2025-08-06 15:50:39.580973,141.213.166.33,220.6.198.103,162.164.19.243,22,SSH,login_success,2936,1382,BR,maypepon,/dashboard,guest,9887,xss_attack
2025-08-08 10:28:56.581010,137.103.116.71,249.3.69.197,221.236.185.149,80,HTTP,login_failed,3970,2632,IN,qpJqDp4u,/dashboard,root,126,xss_attack
2025-08-14 03:11:18.581047,11.55.250.133,195.49.89.122,2.98.134.214,22,HTTP,file_upload,3367,3700,RU,n2j0Mo2K,/data,guest,9187,brute_force
2025-08-10 13:44:30.581083,185.129.216.43,93.76.97.22,242.235.210.176,8080,HTTP,login_failed,1397,2451,DE,DFSmGbgZ,/admin,admin,5105,ddos_attack
2025-08-12 22:15:28.581118,216.70.161.79,101.87.221.67,82.217.46.96,443,SMTP,file_download,3734,733,DE,NL37NUqI,/admin,guest,4869,ddos_attack
2025-08-12 03:56:40.581155,134.72.137.81,165.101.44.74,7.59.171.135,22,SSH,file_download,3833,705,IN,atsanzLh,/public,testuser,9430,phishing
2025-08-08 14:31:51.581193,175.222.140.249,230.100.155.223,179.189.213.134,8080,SSH,data_access,3583,3938,IN,bwOtDCY1,/admin,testuser,2005,phishing
2025-08-12 19:08:18.581230,165.132.41.224,159.50.45.118,128.124.80.15,21,HTTP,data_access,4463,407,BR,xCe3qGpq,/data,testuser,3140,ransomware
2025-08-15 11:26:03.581264,231.89.223.220,136.114.75.63,242.27.24.108,25,HTTP,login_failed,1515,4334,IN,TVlwH6bY,/dashboard,admin,1976,sql_injection
2025-08-13 07:23:17.581302,243.45.119.27,255.245.32.86,177.212.148.136,3389,SSH,file_upload,1074,4229,US,MoaoJHhJ,/public,admin,7903,normal
2025-08-06 04:30:13.581339,84.26.148.63,99.237.215.221,216.11.167.173,21,HTTP,file_download,1753,4607,BR,mRfKNqf8,/public,testuser,1543,sql_injection
2025-08-10 01:58:56.581374,242.175.251.77,69.146.112.136,137.246.88.4,21,SSH,file_download,1349,536,CN,aABYrGz4,/data,guest,9095,malware
2025-08-08 03:10:16.581410,131.162.178.183,56.113.56.89,124.165.253.28,22,HTTP,login_failed,4976,1668,RU,WiPcl7VZ,/login,admin,9484,ddos_attack
2025-08-11 15:17:29.581447,118.226.3.247,50.47.93.142,232.156.158.66,22,SMTP,login_success,4838,1962,BR,rfiV5DXY,/public,admin,7409,normal
2025-08-05 09:16:58.581481,104.219.198.146,23.118.16.69,248.113.101.120,22,HTTP,file_download,1823,1827,DE,beBd2pQq,/admin,admin,4489,normal
2025-08-05 11:56:53.581515,227.192.17.159,165.80.187.28,39.160.154.170,21,SSH,file_download,3467,4451,CN,oY7fiiJo,/login,admin,6707,ddos_attack
2025-08-07 21:25:58.581550,242.103.126.50,11.254.253.210,124.240.98.139,22,HTTP,login_failed,4131,526,BR,rhDl6a6f,/dashboard,testuser,5830,ransomware
